sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_paras
986,success,"[134.0, 277.0, 44.5]","[142.71333333333334, 292.3, 46.805]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0006354243378154933, 'change_pct': -42.23414957523346}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07199999690055847, 'opt_val': 0.07814712822437286, 'change_pct': 8.537682890892029}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 736.0, 'opt_val': 719.3833618164062, 'change_pct': -2.2576954215765}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
989,success,"[502.0, 581.0, 19.0]","[340.92, 542.74, 23.755]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0, 'opt_val': 0.8585633039474487, 'change_pct': -14.143669605255127}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03999999910593033, 'opt_val': 0.03449999541044235, 'change_pct': -13.75000923871994}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06199999898672104, 'opt_val': 0.05897574871778488, 'change_pct': -4.87782321870327}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.1899999976158142, 'opt_val': 0.11900000274181366, 'change_pct': -37.368419766426086}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.026000002399086952, 'opt_val': 0.035100001841783524, 'change_pct': 34.999993443489075}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
1020,success,"[449.0, 802.0, 21.5]","[430.26, 746.57, 23.16]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8799999952316284, 'opt_val': 1.7174999713897705, 'change_pct': -8.64361822605133}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12300000339746475, 'opt_val': 0.12961192429065704, 'change_pct': 5.375545471906662}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.3089999854564667, 'change_pct': -18.684212863445282}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.02500000223517418, 'opt_val': 0.03348022699356079, 'change_pct': 33.92089605331421}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.004000000189989805, 'opt_val': 0.01054999977350235, 'change_pct': 163.74998092651367}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
1029,success,"[127.0, 279.0, 50.0]","[151.07, 281.79, 48.425]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.1065528392791748, 'change_pct': 18.392038345336914}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0014000000664964318, 'opt_val': 0.005181966349482536, 'change_pct': 270.1404333114624}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07500000298023224, 'opt_val': 0.08069638907909393, 'change_pct': 7.595181465148926}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 749.0, 'change_pct': 0.8075370453298092}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1070,success,"[134.0, 277.0, 43.5]","[158.03, 290.29, 45.105]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.008074835874140263, 'change_pct': 572.9029655456543}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07900000363588333, 'opt_val': 0.07900000363588333, 'change_pct': 0.0}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.007663415279239416, 'change_pct': 666.341495513916}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 724.3982543945312, 'change_pct': -1.8430549651384354}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1083,success,"[453.0, 549.0, 20.5]","[452.19, 529.71, 24.455]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0099999904632568, 'opt_val': 1.129907250404358, 'change_pct': 11.872006207704544}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06599999964237213, 'opt_val': 0.0672803670167923, 'change_pct': 1.9399505108594894}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.0430000014603138, 'opt_val': 0.04850000515580177, 'change_pct': 12.790705263614655}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.2199999988079071, 'opt_val': 0.19780518114566803, 'change_pct': -10.08855327963829}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.027000000700354576, 'opt_val': 0.017900001257658005, 'change_pct': -33.703699707984924}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
1088,success,"[134.0, 274.0, 45.0]","[150.96, 281.82, 47.25]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.10105467587709427, 'change_pct': 26.318347454071045}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.006019489374011755, 'change_pct': 501.948881149292}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0820000022649765, 'opt_val': 0.07295000553131104, 'change_pct': -11.036580801010132}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 749.0, 'change_pct': 0.9433962404727936}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1090,success,"[499.0, 835.0, 21.5]","[452.27, 761.99, 23.45]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.7699999809265137, 'opt_val': 1.6905182600021362, 'change_pct': -4.49049286544323}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.125, 'opt_val': 0.12800227105617523, 'change_pct': 2.4018168449401855}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.36000001430511475, 'opt_val': 0.2890000343322754, 'change_pct': -19.722215831279755}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.027000000700354576, 'opt_val': 0.03155246749520302, 'change_pct': 16.86098724603653}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.005999999586492777, 'opt_val': 0.0, 'change_pct': -100.0}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
1094,success,"[364.0, 617.0, 22.0]","[367.05, 644.15, 24.8625]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8600000143051147, 'opt_val': 1.7744132280349731, 'change_pct': -4.601440206170082}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06800000369548798, 'opt_val': 0.08122414350509644, 'change_pct': 19.447264075279236}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.23000000417232513, 'opt_val': 0.2201990932226181, 'change_pct': -4.261265695095062}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 529.0, 'opt_val': 526.0, 'change_pct': -0.5671077407896519}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.022999998182058334, 'opt_val': 0.020270252600312233, 'change_pct': -11.868459731340408}]","[2, 0, 1, 12, 5]","['锰', '碳', '硅', '卷取温度平均值', '钛']"
1098,success,"[481.0, 587.0, 19.0]","[428.02, 562.07, 27.38]","[{'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03799999877810478, 'opt_val': 0.042363669723272324, 'change_pct': 11.483345180749893}, {'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0099999904632568, 'opt_val': 0.8149999976158142, 'change_pct': -19.306930899620056}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06700000166893005, 'opt_val': 0.05397183448076248, 'change_pct': -19.4450244307518}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.21586662530899048, 'change_pct': 2.793634310364723}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.02800000086426735, 'opt_val': 0.023876268416643143, 'change_pct': -14.72761482000351}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
1121,success,"[476.0, 579.0, 19.5]","[461.19, 572.99, 24.3]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0399999618530273, 'opt_val': 1.1220568418502808, 'change_pct': 7.890085130929947}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03999999910593033, 'opt_val': 0.03999555483460426, 'change_pct': -0.011110678315162659}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07000000029802322, 'opt_val': 0.06761988997459412, 'change_pct': -3.4001577645540237}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.22505928575992584, 'change_pct': 7.171091437339783}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.03099999949336052, 'opt_val': 0.0218999981880188, 'change_pct': -29.354843497276306}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
1127,success,"[133.0, 285.0, 43.5]","[154.65, 296.4, 45.785]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10000000149011612, 'opt_val': 0.15458667278289795, 'change_pct': 54.58667278289795}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.0041952733881771564, 'change_pct': 222.7133274078369}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07800000160932541, 'opt_val': 0.0793556347489357, 'change_pct': 1.7379911616444588}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 739.0, 'opt_val': 722.8500366210938, 'change_pct': -2.185380645096302}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1128,success,"[137.0, 276.0, 45.5]","[151.12, 278.74, 45.74]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.006393600255250931, 'change_pct': 481.2364101409912}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07800000160932541, 'opt_val': 0.08610328286886215, 'change_pct': 10.388822108507156}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 741.16162109375, 'change_pct': 0.156975828576833}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1149,success,"[359.0, 632.0, 22.0]","[368.9, 632.09, 29.245]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.850000023841858, 'opt_val': 1.7283397912979126, 'change_pct': -6.576228886842728}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07500000298023224, 'opt_val': 0.09174999594688416, 'change_pct': 22.33332246541977}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.2199999988079071, 'opt_val': 0.17499563097953796, 'change_pct': -20.456531643867493}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 576.0, 'opt_val': 553.7000122070312, 'change_pct': -3.871525824069977}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.019999999552965164, 'opt_val': 0.011131739243865013, 'change_pct': -44.341301918029785}]","[2, 0, 1, 12, 5]","['锰', '碳', '硅', '卷取温度平均值', '钛']"
1151,success,"[134.0, 277.0, 48.0]","[150.38, 283.72, 47.94]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.08410318195819855, 'change_pct': -6.5520234405994415}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0015999999595806003, 'opt_val': 0.0035643838346004486, 'change_pct': 122.7739930152893}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06400000303983688, 'opt_val': 0.060262516140937805, 'change_pct': -5.8398231863975525}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.008630740456283092, 'change_pct': 763.0740165710449}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 736.0, 'opt_val': 748.88916015625, 'change_pct': 1.7512446269392967}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1155,success,"[130.0, 295.0, 44.5]","[136.03, 289.19, 46.605]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10000000149011612, 'opt_val': 0.19432799518108368, 'change_pct': 94.32799220085144}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.001369665958918631, 'change_pct': 24.51508790254593}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07400000095367432, 'opt_val': 0.08309999853372574, 'change_pct': 12.297293543815613}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 749.0, 'change_pct': 1.2162161991000175}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1171,success,"[432.0, 697.0, 20.0]","[428.37, 665.22, 24.25]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8600000143051147, 'opt_val': 1.8637681007385254, 'change_pct': 0.20258529111742973}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07000000029802322, 'opt_val': 0.05324999615550041, 'change_pct': -23.928576707839966}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.25, 'opt_val': 0.2589600682258606, 'change_pct': 3.5840272903442383}, {'param_idx': 49, 'param_name': '冷轧过程的3#酸槽温度', 'ori_val': 91.0, 'opt_val': 91.92618560791016, 'change_pct': 1.0177863761782646}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.017999999225139618, 'opt_val': 0.008899999782443047, 'change_pct': -50.55555701255798}]","[2, 0, 1, 49, 5]","['锰', '碳', '硅', '3#酸槽温度', '钛']"
1173,success,"[130.0, 283.0, 44.0]","[134.75, 280.6, 46.665]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.14273285865783691, 'change_pct': 78.41607928276062}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0005000000237487257, 'change_pct': -54.54545021057129}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07199999690055847, 'opt_val': 0.0644448772072792, 'change_pct': -10.493221879005432}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.02440446801483631, 'change_pct': 2340.446662902832}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 739.0, 'opt_val': 731.8794555664062, 'change_pct': -0.9635377675294876}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1177,success,"[461.0, 806.0, 21.0]","[469.74, 742.43, 22.755]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.8300000429153442, 'opt_val': 1.6349999904632568, 'change_pct': -10.655740648508072}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.11699999868869781, 'opt_val': 0.11699999123811722, 'change_pct': -6.368017579916341e-06}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.37864843010902405, 'change_pct': -0.35567504819482565}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.023999998345971107, 'opt_val': 0.027307121083140373, 'change_pct': 13.77967894077301}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0029999997932463884, 'opt_val': 0.01209999993443489, 'change_pct': 303.33337783813477}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
1184,success,"[156.0, 272.0, 46.0]","[170.53, 284.92, 48.1]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.20250001549720764, 'change_pct': 125.00001192092896}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.009925000369548798, 'change_pct': 727.0833492279053}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0689999982714653, 'opt_val': 0.06437802314758301, 'change_pct': -6.698514521121979}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.032959237694740295, 'change_pct': 3195.9238052368164}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 739.0, 'opt_val': 731.5421752929688, 'change_pct': -1.0091778822243214}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
