sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_params
3864,success,"[431.0, 535.0, 22.0]","[350.77, 517.09, 28.21]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4749999940395355, 'optimized': 0.4191295802593231, 'change_pct': -11.762192726135254}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4041297733783722, 'optimized': 0.5011455416679382, 'change_pct': 24.006092071533203}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7090908885002136, 'optimized': 0.6635246276855469, 'change_pct': -6.426011085510254}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.26760563254356384, 'optimized': 0.16811473667621613, 'change_pct': -37.17817687988281}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3076923191547394, 'optimized': 0.21881429851055145, 'change_pct': -28.88535499572754}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
3877,success,"[132.0, 276.0, 48.0]","[177.96, 296.69, 45.75]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.03526022285223007, 'change_pct': 135.068115234375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.08290895074605942, 'change_pct': 1656.6334228515625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7692307829856873, 'optimized': 0.8072726130485535, 'change_pct': 4.945437908172607}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0042253523133695126, 'optimized': 0.10091740638017654, 'change_pct': 2288.37841796875}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.01818181946873665, 'optimized': 0.1035732701420784, 'change_pct': 469.6529541015625}]","[2, 0, 5, 1, 6]","['锰', '碳', '钛', '硅', '铌']"
3884,success,"[439.0, 543.0, 21.0]","[438.53, 540.2, 25.93]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4899999797344208, 'optimized': 0.5648724436759949, 'change_pct': 15.280095100402832}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7272726893424988, 'optimized': 0.7770540714263916, 'change_pct': 6.844940185546875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.41002947092056274, 'optimized': 0.35742658376693726, 'change_pct': -12.829050064086914}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.22325043380260468, 'change_pct': -24.52008819580078}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.34065932035446167, 'optimized': 0.24292206764221191, 'change_pct': -28.690614700317383}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
3897,success,"[134.0, 276.0, 47.5]","[162.93, 324.29, 45.88]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.04315601661801338, 'change_pct': 944.991943359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8351647853851318, 'optimized': 0.7416810393333435, 'change_pct': -11.193449020385742}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9518072605133057, 'optimized': 0.883431613445282, 'change_pct': -7.183770179748535}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3907,failed,"[134.0, 276.0, 47.5]",,,"[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
3911,success,"[160.0, 276.0, 46.5]","[172.55, 285.05, 47.455]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.06240665912628174, 'change_pct': 316.0443420410156}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.08469517529010773, 'change_pct': 2771.16650390625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7912087440490723, 'optimized': 0.7087697386741638, 'change_pct': -10.419374465942383}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.034258779138326645, 'change_pct': 2332.373291015625}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.0, 'optimized': 0.027731692418456078, 'change_pct': inf}]","[2, 0, 5, 1, 6]","['锰', '碳', '钛', '硅', '铌']"
3925,success,"[132.0, 283.0, 47.5]","[160.74, 323.98, 46.695]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10679937899112701, 'change_pct': 967.9938354492188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.10123884677886963, 'change_pct': 2759.997314453125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7802197933197021, 'optimized': 0.6813800930976868, 'change_pct': -12.66818618774414}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.05371534824371338, 'change_pct': 3713.789794921875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.927710771560669, 'optimized': 0.888401448726654, 'change_pct': -4.237238883972168}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3926,success,"[131.0, 277.0, 46.5]","[160.4, 326.86, 45.805]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.08777788281440735, 'change_pct': 485.1858215332031}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.10105583071708679, 'change_pct': 2041.120361328125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7692307829856873, 'optimized': 0.8667553663253784, 'change_pct': 12.67819595336914}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.0014244124758988619, 'change_pct': 1.1332809925079346}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8633255958557129, 'change_pct': -7.739012718200684}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3934,success,"[129.0, 274.0, 48.0]","[161.62, 325.72, 45.39]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.1076035425066948, 'change_pct': 617.3568115234375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.09349260479211807, 'change_pct': 2541.166015625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8021977543830872, 'optimized': 0.7118303775787354, 'change_pct': -11.264975547790527}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.0836985781788826, 'change_pct': 5842.5986328125}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.927710771560669, 'optimized': 0.839265763759613, 'change_pct': -9.533682823181152}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3938,success,"[483.0, 586.0, 20.0]","[432.95, 561.47, 27.075]","[{'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.800000011920929, 'optimized': 0.7054667472839355, 'change_pct': -11.816658020019531}, {'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4899999797344208, 'optimized': 0.4093135595321655, 'change_pct': -16.466617584228516}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.38643065094947815, 'optimized': 0.45532065629959106, 'change_pct': 17.82726287841797}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.20032712817192078, 'change_pct': -32.27035140991211}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3296703100204468, 'optimized': 0.23215490579605103, 'change_pct': -29.579675674438477}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
3944,success,"[137.0, 277.0, 48.0]","[161.28, 324.11, 47.05]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0023598819971084595, 'optimized': 0.04241407662630081, 'change_pct': 1697.2965087890625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7912087440490723, 'optimized': 0.6977249979972839, 'change_pct': -11.8153076171875}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.07045214623212814, 'change_pct': 2401.051025390625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9477910995483398, 'optimized': 0.8802365660667419, 'change_pct': -7.1275763511657715}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3946,success,"[166.0, 275.0, 50.0]","[183.22, 326.97, 47.695]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.005000000819563866, 'optimized': 0.09813135117292404, 'change_pct': 1862.626708984375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.07498475164175034, 'change_pct': 1715.701904296875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.714285671710968, 'optimized': 0.6271470189094543, 'change_pct': -12.19941234588623}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.010191457346081734, 'change_pct': 623.5934448242188}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9518072605133057, 'optimized': 0.8735432028770447, 'change_pct': -8.222679138183594}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3955,success,"[435.0, 795.0, 21.0]","[425.49, 696.07, 28.095]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9050000309944153, 'optimized': 0.8122552633285522, 'change_pct': -10.248040199279785}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.7050147652626038, 'optimized': 0.7823716402053833, 'change_pct': 10.972376823425293}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5352112650871277, 'optimized': 0.4383941888809204, 'change_pct': -18.089506149291992}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.2247191071510315, 'optimized': 0.12756696343421936, 'change_pct': -43.232704162597656}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.04395604506134987, 'optimized': 0.013708129525184631, 'change_pct': -68.81400299072266}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3959,success,"[145.0, 274.0, 45.0]","[161.07, 325.36, 45.01]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.1040865033864975, 'change_pct': 940.8650512695312}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.007669616490602493, 'optimized': 0.04036736488342285, 'change_pct': 426.3283386230469}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.9061007499694824, 'change_pct': 11.425901412963867}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.012164526619017124, 'change_pct': 763.6813354492188}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8552782535552979, 'change_pct': -9.376907348632812}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3962,success,"[133.0, 282.0, 45.5]","[159.66, 302.27, 46.14]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.08669134974479675, 'change_pct': 766.91357421875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.08815014362335205, 'change_pct': 2390.24169921875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8901098966598511, 'optimized': 0.8962829113006592, 'change_pct': 0.6935114860534668}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0, 'optimized': 0.04179106652736664, 'change_pct': inf}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8512317538261414, 'change_pct': -9.8056640625}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3973,success,"[452.0, 560.0, 18.5]","[429.81, 540.44, 23.26]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.46000000834465027, 'optimized': 0.5483857989311218, 'change_pct': 19.21430206298828}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7090908885002136, 'optimized': 0.6338951587677002, 'change_pct': -10.60452651977539}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.3805309534072876, 'optimized': 0.4515177309513092, 'change_pct': 18.654664993286133}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.28169015049934387, 'optimized': 0.19012926518917084, 'change_pct': -32.50411605834961}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.38152599334716797, 'optimized': 0.3668959140777588, 'change_pct': -3.8346219062805176}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
3977,success,"[133.0, 280.0, 47.5]","[160.44, 328.3, 45.38]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.11201976984739304, 'change_pct': 646.7984008789062}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.05355089530348778, 'change_pct': 1412.812744140625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.9113373160362244, 'change_pct': 12.069857597351074}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.004073587246239185, 'change_pct': 189.2246856689453}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8760555386543274, 'change_pct': -6.778703689575195}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3981,success,"[134.0, 271.0, 50.5]","[159.84, 324.6, 47.26]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.09878821671009064, 'change_pct': 558.5880126953125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.04290870204567909, 'change_pct': 1112.1707763671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8461538553237915, 'optimized': 0.7526701092720032, 'change_pct': -11.048079490661621}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9598393440246582, 'optimized': 0.8898215293884277, 'change_pct': -7.294742584228516}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3984,success,"[130.0, 272.0, 48.0]","[161.39, 326.13, 46.955]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.005000000819563866, 'optimized': 0.09000704437494278, 'change_pct': 1700.140625}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.04315601661801338, 'change_pct': 944.991943359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8681318759918213, 'optimized': 0.774648129940033, 'change_pct': -10.768381118774414}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.963855504989624, 'optimized': 0.8930165767669678, 'change_pct': -7.3495378494262695}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
